loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_comment
8709,5471480,K06587.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,12.4254241,141.5418,0.938,24.98,3.79E+02,2.17,0.1046,755,76.9,36,1,q1_q17_dr25_tce,5853,4.529,-0.1,0.895,0.99,297.66238,40.68774,15.71,
8710,5475712,K06588.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.991884392,134.175892,0.496,7.5583,1.24E+05,40.11,0.0419,1486,1154.88,1280.3,1,q1_q17_dr25_tce,6596,4.4,-0.42,1.094,1.098,298.57382,40.676601,13.28,
8711,5479973,K06589.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.795273026,131.870391,0.935,7.3232,1.25E+05,55.26,0.0296,1642,1714.88,877.8,1,q1_q17_dr25_tce,6363,4.456,-0.32,1.012,1.065,299.38046,40.694759,14.889,
8712,5513822,K06590.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.755109271,131.81838,0.4041,2.619,2.32E+01,0.47,0.0153,1961,3494.52,12.9,1,q1_q17_dr24_tce,5606,4.39,-0.22,0.962,0.829,284.32294,40.71521,13.292,
8713,5513833,K06591.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,0.755101141,131.8211,0.523,3.371,7.67E+01,0.19,0.0092,680,50.92,13.4,1,q1_q17_dr25_tce,3256,5.071,0,0.207,0.184,284.33002,40.736401,15.237,
8714,6471229,K06719.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,1.75251585,132.7544,0.738,3.489,1.26E+02,1.02,0.0278,1447,1035.27,14.2,1,q1_q17_dr25_tce,5952,4.554,-0.36,0.844,0.932,299.16608,41.863049,13.978,
8715,6471230,K06720.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.752450163,132.8015023,0.728,3.0255,5.55E+01,0.79,0.0267,1552,1372.36,3.4,1,q1_q17_dr25_tce,5779,4.364,-0.38,0.99,0.827,299.16617,41.861912,13.294,
8716,6521174,K06721.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,8.27923132,133.81711,0.187,2.355,1.65E+02,1.08,0.0786,815,104.49,10.9,1,q1_q17_dr25_tce,5631,4.557,-0.06,0.847,0.946,291.42236,41.978939,15.197,
8717,6521542,K06722.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.212877035,132.682428,0.518,4.66961,3.76E+05,69.18,0.0324,1507,1221.98,2731,1,q1_q17_dr25_tce,6153,4.405,-0.46,1,0.927,291.52811,41.915958,14.28,
8718,6522353,K06723.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,0.845097627,132.12136,0.717,1.873,8.65E+01,0.78,0.0167,1584,1496.92,10.7,1,q1_q17_dr25_tce,5252,4.593,0.07,0.783,0.896,291.79865,41.963551,15.685,
8719,6522750,K06724.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,17.44564047,135.7462627,0.588,6.08966,3.34E+05,63.46,0.1311,682,51.15,4093.9,1,q1_q17_dr25_tce,5759,4.481,0.02,0.945,0.984,291.92892,41.956371,11.23,
8720,6523216,K06725.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,14.31315739,138.2205171,0.004,8.90236,2.16E+04,34.98,0.117,1144,404.48,4262.9,1,q1_q17_dr25_tce,5750,3.703,-0.7,2.379,1.041,292.08383,41.915031,13.254,
8721,6531485,K06726.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.676990194,131.8017098,1.223,1.69459,2.05E+04,37.5,0.0146,1919,3192.15,997,1,q1_q17_dr25_tce,5813,4.568,-0.34,0.816,0.903,294.58789,41.914261,15.553,
8722,6531801,K06727.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.515875396,131.7013,0.95,1.21,1.77E+03,7.22,0.0138,3189,24441.1,9.1,3,q1_q17_dr24_tce,7229,4.278,-0.34,1.38,1.32,294.67725,41.90464,13.591,
8723,7281356,K06853.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,2.83401711,133.5005,0.2794,5.938,8.42E+01,0.93,0.0399,1381,859.57,11.5,2,q1_q17_dr24_tce,6247,4.458,-0.24,1.002,1.045,291.56744,42.856178,15.036,
8724,7281399,K06854.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,0.566803996,131.80782,0.123,3.399,1.42E+02,0.64,0.0111,1350,786.1,23.4,1,q1_q17_dr25_tce,4373,4.722,-0.66,0.544,0.569,291.58347,42.830051,15.989,
8725,7281410,K06855.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,0.56681118,131.7883893,,2.06,,,,,,,1,q1_q17_dr24_tce,,,,,,291.58682,42.890133,11.58,
8726,7281616,K06856.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,0.566799927,131.83464,0.188,4.71,1.45E+02,0.77,0.012,1649,1738.27,28.9,1,q1_q17_dr25_tce,5092,4.671,-0.52,0.645,0.712,291.64725,42.861191,15.888,
8727,7281699,K06857.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,0.566786121,131.8363,0.591,3.404,8.18E+01,0.79,0.0131,1984,3678.65,14,1,q1_q17_dr25_tce,5603,4.556,-0.04,0.846,0.941,291.68314,42.884411,15.768,
8728,7282008,K06858.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,0.56679797,131.841,0.176,4.503,7.26E+01,0.65,0.0128,1799,2467.38,14,1,q1_q17_dr25_tce,5230,4.594,0,0.777,0.873,291.77713,42.845871,15.877,
8729,7285616,K06859.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.566802891,131.79487,0.628,1.861,4.92E+01,1.29,0.0148,3111,22107.66,14.4,1,q1_q17_dr25_tce,6487,4.08,-0.04,1.748,1.343,292.91879,42.850082,12.982,
8730,7335514,K06860.01,,CANDIDATE,CANDIDATE,0.997,0,0,0,0,0.576732089,132.07378,0.518,1.856,3.54E+01,0.43,0.0121,1537,1316.33,9.1,1,q1_q17_dr25_tce,4524,4.576,0.12,0.717,0.707,280.77686,42.924541,13.291,
8731,8178616,K06984.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,1.01884975,132.0857,0.2737,3.233,3.09E+01,0.47,0.0193,1754,2238.64,14.8,1,q1_q17_dr24_tce,6068,4.568,-0.5,0.829,0.926,296.06284,44.018822,13.948,
8732,8180290,K06985.01,,CANDIDATE,CANDIDATE,,0,0,0,0,10.9279755,139.9174,0.0956,2.486,7.15E+01,0.81,0.0976,834,114.42,7.3,1,q1_q17_dr24_tce,6045,4.494,-0.12,0.955,1.038,296.56937,44.01722,14.347,
8733,8183389,K06986.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,32.4403392,142.2555263,0.645,4.50984,2.88E+05,44.56,0.1742,448,9.52,2177,1,q1_q17_dr25_tce,5081,4.578,-0.5,0.696,0.668,297.3703,44.09877,15.854,
8734,8192861,K06987.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,0.552141897,131.77199,1.091,4.985,1.06E+02,10.04,0.0128,2206,5602.43,42.8,1,q1_q17_dr24_tce,5952,4.486,-0.36,0.904,0.913,299.71408,44.037189,13.866,
8735,8193315,K06988.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.62387291,134.0049825,0.49,4.61248,2.32E+05,74.23,0.0401,1790,2430.91,2607.6,1,q1_q17_dr25_tce,6728,4.206,-0.26,1.46,1.257,299.82968,44.040359,13.7,
8736,8195877,K06989.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.75509861,131.962107,1.091,2.6423,6.03E+04,60.74,0.0155,2359,7285.15,385.4,2,q1_q17_dr25_tce,6038,4.206,-0.54,1.213,0.864,300.5683,44.029549,13.441,
8737,8196180,K06990.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,3.671661096,132.0909174,0.923,4.29947,1.29E+05,105.82,0.0526,1967,3539.43,3152.6,1,q1_q17_dr25_tce,7343,4.02,-0.42,1.94,1.436,300.63577,44.053398,12.814,
8738,8210721,K06991.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,22.67314568,138.145641,0.605,6.6324,6.54E+04,30.92,0.1515,684,51.67,912,1,q1_q17_dr25_tce,5619,4.269,-0.02,1.153,0.901,281.0105,44.15377,14.274,
8739,8977176,K07119.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.50948306,132.0386,0.3535,3.14,7.46E+01,1.22,0.0119,3024,19778.63,8,1,q1_q17_dr24_tce,6344,4.091,-0.9,1.39,0.869,298.87738,45.203979,13.545,
8740,9001468,K07120.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,17.32996587,142.727156,0.705,8.43812,2.53E+05,42.58,0.1141,548,21.34,1938.7,1,q1_q17_dr25_tce,5079,4.588,-0.56,0.683,0.659,282.76163,45.398521,15.2,
8741,9005854,K07121.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.890227354,131.678589,0.957,3.855,1.12E+05,42.05,0.0285,1236,551.66,252,1,q1_q17_dr25_tce,5356,4.589,-0.12,0.78,0.872,285.03131,45.380451,15.569,
8742,9007918,K07122.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.387206724,132.8469146,0.856,3.82527,1.51E+05,103.41,0.0279,2619,11126.98,1752.6,1,q1_q17_dr25_tce,7207,4.06,-0.16,1.894,1.499,286.00845,45.35603,11.658,
8743,9007953,K07123.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.38718209,132.8579,0.28,2.595,4.55E+01,0.68,0.0249,1707,2011.41,7.2,1,q1_q17_dr25_tce,6122,4.471,-0.1,0.996,1.07,286.0213,45.343681,14.718,
8744,9024857,K07124.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,35.02656485,160.6019871,0.777,2.90121,1.20E+05,34.88,0.2024,489,13.56,1607.2,1,q1_q17_dr25_tce,5546,4.575,-0.14,0.81,0.907,292.87848,45.344372,15.496,
8745,9025739,K07125.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,7.918267,134.1991,0.219,3.478,8.37E+01,0.93,0.0774,953,195.36,8.4,1,q1_q17_dr25_tce,5966,4.418,-0.14,1.016,0.985,293.20148,45.354691,14.758,
8746,9029486,K07126.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.138580493,132.330622,0.619,4.16343,2.33E+05,59.24,0.0402,1281,635.61,2387.8,1,q1_q17_dr25_tce,5593,4.311,-0.06,1.083,0.876,294.47293,45.389721,13.63,
8747,9906802,K07250.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,9.26147679,135.1085808,,1.77,,,,,,,1,q1_q17_dr24_tce,,,,,,297.61273,46.738949,14.874,
8748,9906841,K07251.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,581.0723,371.0249,88.7243,15.81,1.36E+03,161858,2.0345,639,39.36,15.9,1,q1_q17_dr24_tce,5026,2.504,0.07,16.891,3.319,297.62296,46.75386,12.282,
8749,9909965,K07252.01,,CANDIDATE,CANDIDATE,0.791,0,0,0,0,10.2170589,139.1299,0.132,2.259,1.21E+02,1.17,0.0916,929,176.34,7.9,1,q1_q17_dr25_tce,6211,4.384,-0.34,1.054,0.98,298.54852,46.756641,14.455,
8750,9913481,K07253.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.50474265,133.319536,1.049,8.2852,8.86E+04,200.24,0.0576,2689,12355.55,977.2,1,q1_q17_dr25_tce,7624,3.622,-0.04,3.682,2.068,299.58655,46.765541,10.862,
8751,9913798,K07254.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.14344093,133.497247,0.686,3.9741,1.33E+05,28.69,0.0296,1033,269.48,645.9,1,q1_q17_dr25_tce,4817,4.624,-0.06,0.7,0.767,299.68179,46.735352,14.945,
8752,9932197,K07255.01,,CANDIDATE,CANDIDATE,,0,0,0,0,86.95432088,187.7282221,,12.11,,,,,,,1,q1_q17_dr24_tce,,,,,,280.99176,46.88937,14.248,
8753,9934208,K07256.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,9.058487716,137.3378842,0.213,4.14334,1.28E+05,20.51,0.0702,547,21.15,2098.9,1,q1_q17_dr25_tce,4340,4.671,-0.56,0.573,0.561,282.54208,46.856628,15.507,
8754,9936698,K07257.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.856085147,133.39298,0.841,4.5776,1.74E+05,88.52,0.0428,1739,2164,422.1,1,q1_q17_dr25_tce,6604,4.178,-0.12,1.526,1.283,284.06732,46.809582,14.045,
8755,10867017,K07384.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.876941133,132.26899,0.386,1.296,7.35E+01,0.85,0.0183,1938,3332.14,12.3,1,q1_q17_dr25_tce,6018,4.485,-0.04,0.975,1.058,294.21442,48.258179,14.978,
8756,10909274,K07385.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,39.23814157,148.651652,0.459,6.07183,4.39E+05,90.93,0.2432,656,43.69,969.3,1,q1_q17_dr25_tce,6599,4.35,-0.04,1.234,1.248,285.97623,48.320782,12.153,
8757,10920813,K07386.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,53.7406575,209.294733,0.386,47.2475,1.17E+05,25.44,0.2531,398,5.93,3568.1,1,q1_q17_dr25_tce,5288,4.577,-0.38,0.737,0.748,292.21005,48.315643,13.756,
8758,10923260,K07387.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,7.436016459,136.518226,0.433,4.16284,1.07E+05,31.39,0.0748,968,207.61,742.1,1,q1_q17_dr25_tce,6214,4.501,-0.36,0.933,1.005,293.34525,48.382301,14.546,
8759,10924400,K07388.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.750737313,131.82143,0.463,1.712,3.88E+01,0.48,0.0153,1603,1558.69,13.4,1,q1_q17_dr25_tce,5151,4.602,0.07,0.761,0.874,293.82587,48.34436,12.306,
8760,10932270,K07389.01,,CANDIDATE,CANDIDATE,,0,0,0,0,27.5837778,142.9808,0.0221,1.516,2.03E+02,11.03,0.2257,1330,739.57,8.5,1,q1_q17_dr24_tce,5092,2.945,-0.22,7.913,2.012,296.84967,48.323318,12.148,
8761,10936427,K07390.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,14.36102158,138.842986,0.003,13.2895,4.60E+05,45.9,0.1007,594,29.44,2599,1,q1_q17_dr25_tce,5229,4.607,-0.74,0.668,0.659,298.34381,48.335892,14.419,
8762,10937609,K07391.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.570431263,133.189517,1.054,5.49699,7.68E+04,50.18,0.037,1411,936.9,822.9,1,q1_q17_dr25_tce,6244,4.473,-0.32,0.971,1.021,298.74158,48.326962,13.43,
8763,10965963,K07392.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,6.64024496,132.775862,0.756,6.03491,2.24E+05,74.4,0.0705,1114,364.44,2941,1,q1_q17_dr25_tce,6085,4.293,-0.04,1.215,1.055,286.61066,48.479729,13.881,
8764,12251779,K07517.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,14.84424039,134.2337694,0.275,6.83577,8.34E+04,28.97,0.1111,810,101.98,4542.8,1,q1_q17_dr25_tce,6161,4.367,-0.78,0.988,0.829,287.57361,50.99873,14.415,
8765,12268220,K07518.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.42158021,134.395447,1.146,10.4532,6.10E+04,188.89,0.0659,2565,10243.23,370.6,1,q1_q17_dr25_tce,8026,3.65,-0.36,3.461,1.95,296.49069,50.905861,11.425,
8766,12302391,K07519.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,25.32169873,139.687525,0.954,4.45367,1.20E+05,56.62,0.1744,655,43.39,673.3,1,q1_q17_dr25_tce,6109,4.455,0,1.029,1.099,288.40378,51.073761,15.128,
8767,12304728,K07520.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,3.14735789,133.3871,0.03,3.643,5.18E+01,3.45,0.0529,2209,5635.4,9.3,1,q1_q17_dr25_tce,5189,3.352,0.21,4.93,1.992,289.82199,51.063492,14.386,
8768,12306808,K07521.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,37.87848359,138.128618,0.763,10.5972,2.22E+05,46.42,0.2084,503,15.19,1157.6,1,q1_q17_dr25_tce,5985,4.603,-0.78,0.758,0.846,291.11057,51.058929,13.265,
8769,12351927,K07522.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10.11614452,139.9824969,0.879,2.70314,5.81E+04,17.21,0.0744,549,21.56,1144.8,1,q1_q17_dr25_tce,4717,4.737,-1.44,0.519,0.536,288.51062,51.162472,15.52,
8770,12353633,K07523.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,0.684496369,131.92125,0.501,2.263,2.84E+01,1.12,0.0158,2913,17099.5,16.3,1,q1_q17_dr25_tce,5800,3.866,-0.16,2.053,1.129,289.5249,51.172005,13.181,
8771,12353720,K07524.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.953285321,133.1432,1.312,1.67598,1.52E+03,151.56,0.0371,2927,17363.68,237.7,1,q1_q17_dr25_tce,6450,3.501,-0.08,3.928,1.782,289.57025,51.125702,13.077,
8772,8565912,K07898.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.012174295,131.90835,0.596,4.6617,3.23E+05,114.4,0.0218,2737,13215.77,596,1,q1_q17_dr25_tce,6987,4.096,-0.34,1.716,1.343,294.10941,44.691078,14.712,
8773,7778767,K02523.02,,CANDIDATE,CANDIDATE,0.763,0,0,0,0,2.61090223,133.25501,0.813,1.976,2.23E+02,1.8,0.0362,1323,724.16,10.7,2,q1_q17_dr25_tce,5514,4.345,0.16,1.071,0.926,299.16953,43.44109,15.829,
8774,9026749,K02564.02,,CANDIDATE,CANDIDATE,0.913,0,0,0,0,17.6637979,144.239,0.695,6.194,6.79E+01,2.98,0.1569,1178,455.65,9.7,2,q1_q17_dr25_tce,5734,3.591,0.26,3.405,1.648,293.57394,45.384541,14.074,
8775,10916600,K02623.02,,CANDIDATE,CANDIDATE,0.993,0,0,0,0,4.02664625,134.3954,0.094,3.771,3.00E+01,0.68,0.053,1318,715.51,8.9,2,q1_q17_dr25_tce,6187,4.341,0.26,1.238,1.23,290.02591,48.335949,13.383,
8776,6198182,K02636.02,,CANDIDATE,CANDIDATE,,0,0,0,0,5.1777226,133.5044,0.025,8.275,4.17E+01,0.63,0.0592,1050,287.44,6.1,2,q1_q17_dr24_tce,5854,4.469,0.06,0.979,1.03,289.68671,41.588928,12.32,
8777,5695396,K00283.03,,CANDIDATE,CANDIDATE,,0,0,0,0,9.48814747,139.17907,0.5693,1.163,4.79E+01,0.73,0.0871,856,126.75,11.1,3,q1_q17_dr24_tce,5680,4.414,0.12,1.016,0.978,288.53082,40.942299,11.525,
8778,6964929,K02756.02,,CANDIDATE,CANDIDATE,,0,0,0,0,5.06993245,135.836,0.3584,3.241,9.36E+01,0.92,0.0583,1053,291.11,11.6,2,q1_q17_dr24_tce,5957,4.506,-0.08,0.937,1.026,296.23282,42.47279,14.758,
8779,2853828,K02896.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,346.36642,365.2864,0.45,14.94,1.48E+02,1.57,0.9944,314,2.3,14.3,2,q1_q17_dr24_tce,6327,4.276,-0.12,1.259,1.089,291.74017,38.014912,11.899,
8780,7008149,K02918.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,0.51554111,131.6708765,,0.87,,,,,,,2,q1_q17_dr24_tce,,,,,,281.55936,42.520489,15.786,
8781,3458919,K06337.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.892061734,131.815603,1.079,2.24307,7.56E+04,46.75,0.0173,1724,2090.54,398.1,1,q1_q17_dr25_tce,5561,4.512,-0.16,0.855,0.866,295.14029,38.597542,13.815,
8782,3542573,K06338.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,3.471399214,133.7510303,1.014,5.07707,9.23E+04,89.62,0.0492,1558,1390.76,3230.4,1,q1_q17_dr25_tce,6026,4.101,0.28,1.689,1.315,290.85925,38.633808,12.161,
8783,3543270,K06339.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.176929219,133.197382,0.984,5.2003,7.04E+04,31.35,0.0467,938,183.08,187,1,q1_q17_dr25_tce,5462,4.628,-0.5,0.708,0.799,291.05762,38.64534,15.22,
8784,3544678,K06340.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,6.3762199,134.9584,,2.24,,,,,168.45,,1,q1_q17_dr25_tce,,,,,,291.44281,38.623581,15.822,
8785,3545626,K06341.01,,CANDIDATE,CANDIDATE,,0,0,0,0,9.78184193,132.3447759,,2.3,,,,,,,1,q1_q17_dr24_tce,,,,,,291.70047,38.695129,15.198,
8786,3547178,K06342.01,,CANDIDATE,CANDIDATE,0.984,0,0,0,0,8.1770751,136.8217,0.456,4.608,4.43E+01,0.83,0.08,1115,365.09,10.6,1,q1_q17_dr25_tce,6501,4.281,-0.5,1.209,1.017,292.10071,38.61499,12.419,
8787,3548622,K06343.01,,CANDIDATE,CANDIDATE,0,0,0,0,0,569.45051,143.4648,0.001,9.63,4.25E+02,1.96,1.3564,225,0.61,8.2,1,q1_q17_dr25_tce,6117,4.496,-0.22,0.947,1.025,292.47549,38.691311,14.542,
8788,3556742,K06344.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.823014905,132.160787,1.247,3.5426,8.51E+02,22.17,0.0159,1482,1136.75,130.5,1,q1_q17_dr25_tce,4975,4.614,0.02,0.724,0.818,294.47253,38.67551,14.221,
8789,4917014,K06472.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,0.796815149,131.9743416,0.524,1.0727,5.59E+01,10.23,0.021,5480,212663.45,4.8,1,q1_q17_dr25_tce,4897,2.464,-0.44,13.499,1.935,289.7692,40.021091,11.971,
8790,4931073,K06473.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,26.95123768,150.923211,1.04,8.27486,8.67E+04,146.33,0.2033,1082,324.38,1451.7,1,q1_q17_dr25_tce,6675,3.748,-0.14,2.747,1.54,293.82971,40.031189,11.957,
8791,4932691,K06474.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,18.11208877,134.713916,0.982,6.7828,1.17E+05,96.62,0.1576,1068,307.27,217.7,1,q1_q17_dr25_tce,7323,4.167,0.08,1.722,1.587,294.24017,40.00745,13.627,
8792,4939265,K06475.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,4.84505985,134.94868,0.903,2.078,2.98E+02,1.54,0.05,723,64.57,10.7,3,q1_q17_dr25_tce,4337,4.581,0.36,0.714,0.709,295.79138,40.01236,13.731,
8793,4940201,K06476.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.408295716,134.280413,1.159,3.62479,3.80E+04,35.68,0.0492,942,186.23,386.1,1,q1_q17_dr25_tce,5496,4.607,-0.38,0.743,0.825,295.98352,40.061661,14.984,
8794,4946680,K06477.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,8.665259912,132.216249,1.269,3.1088,1.84E+03,82.42,0.0902,1378,852.84,181.4,1,q1_q17_dr25_tce,6071,3.796,-0.12,2.389,1.301,297.38254,40.02417,13.852,
8795,4947726,K06478.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.726086185,132.9230889,0.651,4.39793,1.82E+05,41.38,0.0544,1032,267.96,1564.3,1,q1_q17_dr25_tce,5873,4.547,-0.22,0.863,0.954,297.61514,40.06081,15.181,
8796,4948863,K06479.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,8.643550046,139.8333977,1.076,3.1273,6.73E+04,38.21,0.0772,779,87.16,849.3,1,q1_q17_dr25_tce,5679,4.605,-0.5,0.747,0.849,297.85007,40.068722,15.414,
8797,8308516,K07880.01,,CANDIDATE,CANDIDATE,0.113,0,0,0,0,623.70774,303.3588,0.003,6.688,2.51E+02,1.81,1.4479,258,1.05,10.2,2,q1_q17_dr25_tce,6626,4.347,-0.56,1.132,1.039,294.95258,44.207909,13.379,
8798,5529501,K06592.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,1.51945182,132.5975,0.599,2.95,1.37E+01,0.5,0.0268,1901,3080.82,9.6,1,q1_q17_dr25_tce,6168,4.25,0.02,1.307,1.105,290.4678,40.754238,12.585,
8799,5529560,K06593.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.759755409,131.79602,0.455,2.734,7.00E+01,0.91,0.0172,2121,4773.08,15.9,1,q1_q17_dr25_tce,6090,4.447,0.21,1.071,1.173,290.49057,40.722191,15.259,
8800,5530881,K06594.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,5.082523739,132.9614122,0.269,5.04732,2.76E+05,61.88,0.0589,1266,606.33,5286.2,1,q1_q17_dr25_tce,6507,4.343,-0.38,1.145,1.049,290.92267,40.777359,13.508,
8801,5534476,K06595.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,1.02547271,131.6002,0.651,1.996,2.70E+01,0.94,0.0222,2657,11800.82,10.9,2,q1_q17_dr25_tce,6862,4.114,-0.14,1.712,1.395,292.11362,40.792179,12.407,
8802,5534702,K06596.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,1.025465924,131.6091403,0.88,3.71841,1.53E+05,106.84,0.0224,2710,12744.17,1120.8,1,q1_q17_dr25_tce,6700,4.041,-0.08,1.883,1.424,292.18344,40.707241,13.821,
8803,5535280,K06597.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,74.98529295,146.1390004,0.987,6.23451,1.05E+05,49.22,0.3482,425,7.69,1754.8,1,q1_q17_dr25_tce,5955,4.52,-0.16,0.91,0.999,292.34787,40.733101,14.851,
8804,5552808,K06598.01,,CANDIDATE,CANDIDATE,,0,0,0,0,10.95210361,132.6922455,,1.5,,,,,,,4,q1_q17_dr24_tce,,,,,,296.82327,40.757229,11.969,
8805,5553624,K06599.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,25.76205672,139.7346639,0.445,14.8694,4.48E+05,74.87,0.168,604,31.48,3469.5,1,q1_q17_dr25_tce,5539,4.393,0.21,1.027,0.95,296.98712,40.77536,14.231,
8806,5564082,K06600.01,,CANDIDATE,CANDIDATE,,0,0,0,0,2.70581614,132.53726,0.6199,6.56,4.69E+01,0.69,0.0365,1356,799.75,41.8,1,q1_q17_dr24_tce,5992,4.42,-0.44,0.961,0.884,299.11465,40.748619,10.715,
8807,6543682,K06728.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,1.195516859,132.302869,0.327,6.17216,5.14E+05,75.54,0.0221,1715,2045.19,1153.4,1,q1_q17_dr25_tce,5780,4.438,0,1,1,297.54327,41.951748,13.908,
